split,event_id,tile_id,pre_image_path,post_image_path,pre_label_path,post_label_path,damage_label,binary_damage,building_count,unknown_subtype_count
hold,hurricane-florence,hurricane-florence_00000035,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000035_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000035_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000035_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000035_post_disaster.json,destroyed,1,14,5
hold,hurricane-florence,hurricane-florence_00000038,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000038_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000038_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000038_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000038_post_disaster.json,no-damage,0,15,3
hold,hurricane-florence,hurricane-florence_00000040,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000040_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000040_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000040_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000040_post_disaster.json,no-damage,0,7,1
hold,hurricane-florence,hurricane-florence_00000041,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000041_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000041_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000041_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000041_post_disaster.json,no-damage,0,8,0
hold,hurricane-florence,hurricane-florence_00000047,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000047_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000047_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000047_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000047_post_disaster.json,destroyed,1,20,4
hold,hurricane-florence,hurricane-florence_00000050,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000050_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000050_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000050_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000050_post_disaster.json,destroyed,1,8,0
hold,hurricane-florence,hurricane-florence_00000052,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000052_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000052_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000052_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000052_post_disaster.json,destroyed,1,20,0
hold,hurricane-florence,hurricane-florence_00000068,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000068_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000068_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000068_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000068_post_disaster.json,major-damage,1,3,8
hold,hurricane-florence,hurricane-florence_00000071,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000071_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000071_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000071_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000071_post_disaster.json,no-damage,0,5,1
hold,hurricane-florence,hurricane-florence_00000074,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000074_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000074_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000074_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000074_post_disaster.json,major-damage,1,2,2
hold,hurricane-florence,hurricane-florence_00000081,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000081_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000081_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000081_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000081_post_disaster.json,major-damage,1,5,0
hold,hurricane-florence,hurricane-florence_00000089,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000089_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000089_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000089_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000089_post_disaster.json,major-damage,1,15,0
hold,hurricane-florence,hurricane-florence_00000090,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000090_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000090_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000090_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000090_post_disaster.json,major-damage,1,5,0
hold,hurricane-florence,hurricane-florence_00000097,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000097_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000097_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000097_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000097_post_disaster.json,major-damage,1,17,0
hold,hurricane-florence,hurricane-florence_00000098,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000098_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000098_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000098_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000098_post_disaster.json,no-damage,0,3,0
hold,hurricane-florence,hurricane-florence_00000105,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000105_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000105_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000105_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000105_post_disaster.json,major-damage,1,1,0
hold,hurricane-florence,hurricane-florence_00000107,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000107_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000107_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000107_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000107_post_disaster.json,major-damage,1,8,0
hold,hurricane-florence,hurricane-florence_00000108,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000108_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000108_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000108_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000108_post_disaster.json,no-damage,0,0,0
hold,hurricane-florence,hurricane-florence_00000109,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000109_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000109_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000109_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000109_post_disaster.json,major-damage,1,9,0
hold,hurricane-florence,hurricane-florence_00000121,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000121_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000121_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000121_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000121_post_disaster.json,no-damage,0,1,0
hold,hurricane-florence,hurricane-florence_00000124,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000124_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000124_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000124_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000124_post_disaster.json,major-damage,1,7,0
hold,hurricane-florence,hurricane-florence_00000130,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000130_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000130_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000130_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000130_post_disaster.json,major-damage,1,3,0
hold,hurricane-florence,hurricane-florence_00000134,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000134_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000134_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000134_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000134_post_disaster.json,major-damage,1,5,0
hold,hurricane-florence,hurricane-florence_00000137,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000137_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000137_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000137_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000137_post_disaster.json,major-damage,1,5,0
hold,hurricane-florence,hurricane-florence_00000154,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000154_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000154_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000154_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000154_post_disaster.json,no-damage,0,2,0
hold,hurricane-florence,hurricane-florence_00000155,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000155_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000155_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000155_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000155_post_disaster.json,no-damage,0,13,3
hold,hurricane-florence,hurricane-florence_00000157,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000157_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000157_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000157_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000157_post_disaster.json,major-damage,1,5,0
hold,hurricane-florence,hurricane-florence_00000161,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000161_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000161_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000161_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000161_post_disaster.json,no-damage,0,11,0
hold,hurricane-florence,hurricane-florence_00000162,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000162_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000162_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000162_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000162_post_disaster.json,major-damage,1,7,0
hold,hurricane-florence,hurricane-florence_00000170,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000170_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000170_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000170_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000170_post_disaster.json,no-damage,0,13,2
hold,hurricane-florence,hurricane-florence_00000175,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000175_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000175_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000175_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000175_post_disaster.json,no-damage,0,5,0
hold,hurricane-florence,hurricane-florence_00000198,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000198_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000198_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000198_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000198_post_disaster.json,no-damage,0,0,0
hold,hurricane-florence,hurricane-florence_00000201,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000201_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000201_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000201_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000201_post_disaster.json,no-damage,0,10,0
hold,hurricane-florence,hurricane-florence_00000202,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000202_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000202_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000202_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000202_post_disaster.json,no-damage,0,55,11
hold,hurricane-florence,hurricane-florence_00000205,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000205_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000205_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000205_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000205_post_disaster.json,major-damage,1,4,0
hold,hurricane-florence,hurricane-florence_00000206,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000206_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000206_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000206_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000206_post_disaster.json,minor-damage,0,2,0
hold,hurricane-florence,hurricane-florence_00000207,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000207_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000207_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000207_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000207_post_disaster.json,no-damage,0,8,1
hold,hurricane-florence,hurricane-florence_00000209,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000209_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000209_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000209_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000209_post_disaster.json,major-damage,1,8,0
hold,hurricane-florence,hurricane-florence_00000213,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000213_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000213_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000213_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000213_post_disaster.json,minor-damage,0,10,2
hold,hurricane-florence,hurricane-florence_00000214,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000214_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000214_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000214_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000214_post_disaster.json,no-damage,0,130,2
hold,hurricane-florence,hurricane-florence_00000220,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000220_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000220_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000220_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000220_post_disaster.json,major-damage,1,1,0
hold,hurricane-florence,hurricane-florence_00000223,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000223_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000223_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000223_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000223_post_disaster.json,no-damage,0,29,0
hold,hurricane-florence,hurricane-florence_00000227,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000227_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000227_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000227_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000227_post_disaster.json,no-damage,0,25,0
hold,hurricane-florence,hurricane-florence_00000230,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000230_pre_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\images\hurricane-florence_00000230_post_disaster.tif,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000230_pre_disaster.json,D:\JupyterProject\storage\tiles\geotiffs\hold\labels\hurricane-florence_00000230_post_disaster.json,no-damage,0,68,0
